mine_id,contract_id,incident_activity,incident_category,incident_day,incident_description,incident_description2,incident_month,incident_state,incident_type,incident_year,operator_contractor,underground_location,underground_method
100851,,"Handling supplies or material, load and unload",Handling material,24,"IE WAS INSTALLING A BOLT IN A ""POT"" TO SUPPORT IT. AS THE IE WAS APPLYING UP PRESSURE TO DRILL THE HOLE IE FELT A PAIN IN SHOULDER.  IE FINISHED THE SHIFT AND DID NOT REQUEST MEDICAL ATTENTION UNTIL 4-25-20.",,April,Alabama,Over-exertion in pulling or pushing objects,2020,Operator,Other,Longwall
100851,,"Roof bolter, drilling",Machinery,25,IE WAS DRILLING A HOLE TO INSTALL A ROOF BOLT.  AS THE IE WAS DRILLING THEY LOOKED TO THE TRAY OF THE ROOF BOLTER. IE THEN CAUGHT A FINGER BETWEEN THE DRILL POT ARM AND THE CANOPY POST BOLTS. IE WAS BROUGHT OUT AND TOOK TO A LOCAL HOSPITAL TO BE TREA,TED.,April,Alabama,Caught in-under-between running or meshing objects,2020,Operator,Face,Longwall
100851,,Unknown,Hoisting,2,"THE NORTH PORTAL HOIST BLEW AN O-RING ON THE HYDRAULIC SYSTEM.  THE HOIST WAS DOWNED AND REPAIRED.  THE O-RING AND PRESSURE TRANSDUCER WAS REPLACED.  MSHA HOTLINE WAS CALLED WHEN HOIST WENT DOWN AND ALSO AFTER THE HOIST WAS REPAIRED, TESTED, AND PLAC",ED BACK IN SERVICE.,May,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Machine maint./repair,Exploding vessels under pressure,3,IE HAD TURNED THE WATER BOOSTER PUMP ON AND NOTICED A LEAK.  WHEN IE WENT TO CHECK TO SEE WATER WAS LEAKING THE CAP ON THE WATER FILTER CAME OFF STRIKING THE IE.  IE CONTINUED TO WORK BEFORE DECIDING IE NEEDED TO BE CHECKED OUT.,,May,Alabama,Struck by flying object,2020,Operator,Other,Longwall
100851,,Walking/running,Slip or fall of person (from an elevation or on the same level),7,IE WAS CARRYING STRUCTURE FOR A BELT MOVE.  AS THE IE WAS WALKING BACK IE TRIPPED OVER A HOSE THAT WAS IN THE WALKWAY.  AS IE TRIPPED IE FELL INTO THE SIDE OF THE FEEDER BRUISING IE'S RIBS.  IE DID NOT REQUEST MEDICAL TREATMENT UNTIL 5-8-20,,May,Alabama,Fall onto or against objects,2020,Operator,Other,Longwall
100851,,Machine maint./repair,Slip or fall of person (from an elevation or on the same level),11,IE WAS TAKING APART WATER LINE AFTER A POWER MOVE ON THE LONGWALL.  AS THE IE STEPPED UNDER THE MONORAIL IE SLIPPED AND STRAINED IE'S BACK.  IE DID NOT SEEK MEDICAL ATTENTION UNTIL 5-13-20.,,May,Alabama,Over-exertion NEC,2020,Operator,Other,Longwall
100851,,Inspect equipment,Stepping or kneeling on object,11,IE WAS DOING A PRE-OP ON A LOCOMOTIVE WHEN IE STEPPED ON A ROCK AND TWISTED LEFT KNEE.,,May,Alabama,Struck against stationary object,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,11,"AS THE HOIST CAR WAS BRINGING SUPPLY CARS OUT OF THE MINE THE CARS CAME OFF OF THE TRACK.  THIS TORE UP SOME RAIL.  THE CARS WERE PUT BACK ON TRACK AND THE RAIL WAS REPAIRED.  MSHA WAS ON SITE AT THIS LOCATION, THE HOTLINE WAS CALLED AT TIME OF INCID","ENT, AND MSHA WAS NOTIFIED ONCE THE RAIL WAS REPAIRED.",May,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,"Handling supplies or material, load and unload",Handling material,18,IE WAS LAYING OUT BELT STRUCTURE FOR A BELT MOVE WHEN THEY FELT A PAIN IN RIGHT UPPER LEG. EE DID NOT REPORT THE INJURY UNTIL 5-20-20 WHEN THEY REQUESTED MEDICAL TREATMENT.,,May,Alabama,Over-exertion in lifting objects,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,22,"THE SLOPE CAR WAS GOING IN THE MINE WITH A PERSONNEL CARRIER ATTACHED TO IT AND THE CARRIER DE-RAILED. THE CARS WERE PULLED TO THE TOP, RERAILED, AND INSPECTED. A KINK WAS FOUND IN THE ROPE, THE HOIST WAS TOOK OUT OF SERVICE, THE ROPE SHORTENED, AND",EXAMINED BEFORE PUTTING BACK INTO SERVICE. MSHA WAS NOTIFIED WHEN HOIST WAS TOOK OUT OF SERVICE AND WHEN IT WAS PUT BACK INTO SERVICE.,May,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Observe operations,Powered haulage,25,IE WAS STANDING AT THE EDGE OF A CROSSCUT WHEN A SCOOP WAS PASSING.  THE SCOOP CAUGHT A FEEDER CABLE CAUSING IT AND AN EMULSION LINE TO FALL STRIKING THE IE IN THE HEAD.  IE WAS TAKEN TO THE HOSPITAL AND RELEASED THE SAME MORNING.  MSHA HOTLINE WAS I,MMEDIATELY CALLED.  MSHA INSPECTOR INVESTIGATED THE INCIDENT.,May,Alabama,Struck by falling object,2020,Operator,Intersection,Longwall
100851,,"Handling supplies or material, load and unload",Handling material,4,"IE WAS GOING THROUGH A MANDOOR BETWEEN THE TRACK ENTRY AND RETURN. USED RIGHT HAND TO PUSH AGAINST THE FRAME AS THEY PULLED THE DOOR OPEN WITH RIGHT. THE DOOR SLIPPED OUT OF HAND AND CLOSED STRIKING RIGHT INDEX, MIDDLE, AND RING FINGERS.",,June,Alabama,Caught in-under-between a moving and stationary object,2020,Operator,Other,Longwall
100851,,Hand tools (powered),Machinery,4,IE WAS ASSISTING IN PULLING SLACK FROM THE STAGELOADER CHAIN. THEY WERE USING A WINCH TO PULL WITH AND THE CABLE WAS RUNNING THROUGH A SHEAVE WHEEL.  THE CLEAVIS HOLDING THE SHEAVE BROKE ALLOWING THE SHEAVE TO COME LOOSE.  THE SHEAVE STRUCK THE PANLI,NE AND BOUNCED OFF HITTING IE IN THE THIGH CAUSING A DEEP BRUISE.,June,Alabama,Struck by flying object,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,15,THE SOUTH PORTAL MATERIAL HOIST WAS TAKEN DOWN TO CHANGE THE ROPE DUE TO WEAR.  MSHA WAS NOTIFIED WHEN THE HOIST WAS TAKEN OUT OF SERVICE AND ALSO NOTIFIED WHEN THE HOIST WAS PUT BACK INTO SERVICE VIA THE HOTLINE.,,June,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Inspect equipment,Handling material,10,EMPLOYEE WAS PRE-OPING A LOCO AND WHEN EE WENT TO LIFT A COVER EE FELT A POP IN EE'S RIGHT SHOULDER.  EE WAS BROUGHT TO THE SURFACE AND TOOK TO BE CHECKED OUT.,,July,Alabama,Over-exertion in lifting objects,2020,Operator,Other,Longwall
100851,,"Handling supplies or material, load and unload",Handling material,17,"IE WAS PICKING UP A ""SAILBOAT"" OUT OF THE PAN LINE ON LW SETUP WHEN EE FELT THE MUSCLES IN EE'S LOWER BACK TIGHTEN UP.  IE FINISHED THE SHIFT AND DECLINED MEDICAL ATTENTION.  IE WOKE UP THE NEXT MORNING AND DECIDED EE NEEDED TO BE CHECKED OUT.",,July,Alabama,Over-exertion in lifting objects,2020,Operator,Face,Longwall
100851,,"Handling supplies or material, load and unload",Handling material,3,IE REMOVED THE KEEPER THAT HOLDS THE PAN LINE ROOF BOLTER TO THE EICHOTRAC.  THE PAN LINE BOLTER FELL OFF OF THE PAN LINE AND SQUEEZED IE BETWEEN THE BOLTER AND THE PAN LINE.  IE WAS BROUGHT TO THE SURFACE AND TOOK TO THE HOSPITAL FOR TREATMENT.  MSH,A WAS CALLED IMMEDIATELY AFTER DETERMINING THE SEVERITY OF THE INJURY.,August,Alabama,Caught in-under-between a moving and stationary object,2020,Operator,Other,Longwall
100851,,"Handling supplies or material, load and unload",Handling material,10,IE WAS ASSISTING IN PLACING AN I-BEAM ON TOP OF A SHIELD DURING LW RECOVERY.  A SHARP EDGE ON THE I-BEAM CUT INTO THE IE'S LEFT HAND.  IE WAS TOOK TO HAVE THE CUT LOOKED AT.  IE RECEIVED STITCHES AND RETURNED TO WORK FULL DUTY.,,August,Alabama,Struck against stationary object,2020,Operator,Face,Longwall
100851,,"Roof bolter, drilling","Fall of roof,back, or brow (from in place)",22,"IE WAS DRILLING A HOLE TO INSTALL A ROOF BOLT.  WHEN THE IE WAS ADDING THE ""PUSHER"" STEEL A PIECE OF LOOSE ROCK FELL STRIKING EE'S LEFT RING AND MIDDLE FINGERS CAUSING A LACERATION.  IE WAS BROUGHT OUT AND TOOK TO BE CHECKED OUT WHERE IE RECEIVED STI",TCHES.  IE RETURNED ON EE'S NEXT SCHEDULED SHIFT.,August,Alabama,Struck by falling object,2020,Operator,Face,Longwall
100851,B8129,Walking/running,Slip or fall of person (from an elevation or on the same level),11,"EMPLOYEE WAS WALKING DOWN THE ENTRY TRIPPED ON ROCKS IN TRAVELWAY, FALLING TO GROUND CATCHING CATCHING SELF WITH HANDS",,September,Alabama,Fall to the walkway or working surface,2020,Contractor,Other,Longwall
100851,,Inspect equipment,Handling material,17,IE WAS CHECKING THE VALVE BANK ON THE LW SHEARER.  IE STUMBLED AND LET GO OF THE LID ON THE PUMP COMPARTMENT ALLOWING IT TO COME DOWN AND HIT OTHER HAND.,,September,Alabama,Struck by falling object,2020,Operator,Face,Longwall
100851,,"Roof bolter, drilling",Machinery,18,IE WAS ROOF BOLTING WHEN IE'S DRILL STEEL GOT STUCK IN THE MINE ROOF.  IN THE PROCESS OF TRYING TO FREE THE DRILL STEEL IE DROPPED IT HITTING RIGHT PINKY FINGER.  IE WAS BROUGHT OUT AND TOOK TO BE CHECKED OUT.,,September,Alabama,Struck by falling object,2020,Operator,Face,Longwall
100851,,Inspect equipment,Slip or fall of person (from an elevation or on the same level),19,IE WAS PRE-SHIFTING THE SLOPE BELT WHEN EE SLIPPED AND FELL.  IES LEFT HAND CAME IN CONTACT WITH A BOTTOM BELT FRAME.  AFTER THE IE FINISHED EE'S PRE-SHIFT ROUTE EE REPORTED THE SWELLING OF EE'S LEFT HAND AND WAS TAKEN TO BE CHECKED OUT.,,September,Alabama,Fall onto or against objects,2020,Operator,Slope/inclined shaft,Longwall
100851,,Walking/running,Slip or fall of person (from an elevation or on the same level),24,IE TRIPPED OVER A CRIB BLOCK AND TWISTED A KNEE.  IE FINISHED THE SHIFT AND THEN WENT TO BE CHECKED OUT.,,September,Alabama,Over-exertion NEC,2020,Operator,Other,Longwall
100851,,Machine maint./repair,Powered haulage,26,IE WAS MOVING BELT STRUCTURE WITH A LOTRAC.  A TOP FRAME GOT CAUGHT ON THE FORKS OF THE LOTRAC.  WHEN THE IE WENT TO REMOVE THE TOP FRAME IT SLID OFF OF THE FORKS AND STRUCK RIGHT FOOT.  IE DID NOT REQUEST TREATMENT UNTIL 9-28-20,,September,Alabama,Struck by falling object,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,2,"THE AXLE ON THE MATERIAL SLOPE CAR WENT DOWN.  THE CAR WAS REMOVED FROM SERVICE, THE AXLE CHANGED, TESTED, AND PUT BACK INTO SERVICE.  MSHA HOTLINE WAS NOTIFIED WHEN THE HOIST WAS TOOK OUT OF SERVICE AND WHEN THE HOIST WAS PUT BACK INTO SERVICE.",,October,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Underground equipment NEC,"Fall of roof,back, or brow (from in place)",5,IE WAS MANNING THE BOOSTER DRIVE WHEN A ROCK MEASURING 4 INCHES WIDE X 8 INCHES LONG X 2 INCHES THICK FELL OUT FROM BETWEEN BOLTS.  THE ROCK KNOCKED THE IE'S HAT OFF OF HEAD.  IE WAS BROUGHT OUT TO BE CHECKED DUE TO A HEADACHE.,,October,Alabama,Struck by falling object,2020,Operator,Other,Longwall
100851,,"Handling supplies or material, load and unload",Handling material,14,IE WAS CARRYING ROCK DUST WHEN THEY FELT A PAIN IN LEFT GROIN/ABDOMEN AREA.  IE WAITED UNTIL 10-15-20 TO SEEK MEDICAL ATTENTION.,,October,Alabama,Over-exertion in lifting objects,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,23,THE SP MATERIAL HOIST WAS TAKEN DOWN TO CHANGE AN AXEL TO SOME WEAR ON THE WHEELS.  THIS WAS A PLANNED OUTAGE AND MSHA WAS NOTIFIED WHEN THE HOIST WAS TAKEN OUT OF SERVICE AND WHEN THE HOIST WAS PUT BACK INTO SERVICE.,,October,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Unknown,Hoisting,25,A PLANNED OUTAGE WAS TOOK TO REPLACE THE MOTOR ON THE NP HOIST.  THE JOB WAS CANCELED AFTER IT BEGAN.  THE HOIST WAS PUT BACK TOGETHER AND TESTED BEFORE BEING PUT BACK INTO SERVICE.  MSHA WAS NOTIFED WHEN IT WAS TAKEN OUT OF SERVICE AND WHEN IT WAS P,UT BACK IN SERVICE.,October,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Move power cable,"Fall of roof,back, or brow (from in place)",27,IE WAS THROWING CM CABLE OUT OF THE WAY WHEN A ROCK FELL BETWEEN THE BOLTS AND SLID DOWN EE'S ARM CATCHING EE'S THUMB BETWEEN THE REMOTE BOX AND ROCK.  A LACERATION WAS RECEIVED ON THE THUMB.,,October,Alabama,Struck by falling object,2020,Operator,Face,Longwall
100851,,Set brattice,Handling material,28,IE WAS BUILDING A BRATTICE WHEN THEY PICKED UP A BLOCK.  WHEN THEY TWISTED TO SET THE BLOCK IN PLACE THEY FELT A PAIN IN LOWER BACK.,,October,Alabama,Over-exertion in lifting objects,2020,Operator,Other,Longwall
100851,,Hand tools (not powered),Handtools,6,IE WAS PRYING DOWN ON A FIRE HOSE CASE THAT WAS ON TOP OF THE STAGELOADER.  THE BAR SLIPPED CAUSING IT TO PINCH EE'S HAND BETWEEN THE BAR AND STAGELOADER CAUSING A LACERATION.,,November,Alabama,Caught in-under-between a moving and stationary object,2020,Operator,Other,Longwall
100851,,Unknown,Hoisting,11,A PLANNED OUTAGE WAS TAKEN TO CHANGE A HOIST MOTOR.  MSHA HOTLINE WAS NOTIFIED WHEN THE HOIST WAS TAKEN OUT OF SERVICE AND WHEN PLACED BACK INTO SERVICE.,,November,Alabama,Accident type without injuries,2020,Operator,Not labeled,Unknown
100851,,Walking/running,Slip or fall of person (from an elevation or on the same level),21,IE WAS WALKING DOWN THE SLOPE JUST INSIDE THE MATERIAL SLOPE COLLAR WHEN EE SLIPPED AND FELL.  EE FELL AND ROLLED DOWN THE HILL FOR A SHORT DISTANCE.  EE IS TO FOLLOW UP WITH WC.,,November,Alabama,Fall to the walkway or working surface,2020,Operator,Slope/inclined shaft,Longwall
100851,,Unknown,Ignition or explosion of gas or dust,23,EMPLOYEES WERE SUPPLEMENTAL BOLTING IN THE TAILGATE ENTRY OF THE LW WITH A Z-DRILL WHEN AN ALLEGED IGNITION WAS SEEN.  NO ONE WAS HURT AND MSHA WAS NOTIFIED IMMEDIATELY.  AFTER THE INVESTIGATION THERE WAS NO EVIDENCE THAT THE ALLEGED IGNITION OCCURRE,D.,November,Alabama,Accident type without injuries,2020,Operator,Other,Longwall
100851,,"Roof bolter, NEC",Machinery,31,IE WAS INSTALLING MESH ON THE ROOF.  IE HAD TO LOWER EE'S CANOPY OF EE'S ROOF BOLTER TO ALLOW CLEARANCE FOR THE MESH.  IE HAD HAND EE'S LEFT HAND TOO CLOSE TO THE CANOPY JACK AND CAUGHT EE'S LEFT PINKY FINGER BETWEEN THE JACK COLLAR AND THE CANOPY PO,ST CAUSING A LACERATION. IE WAS BROUGHT AND TAKEN TO BE CHECKED OUT.,December,Alabama,Caught in-under-between a moving and stationary object,2020,Operator,Other,Longwall
101247,,Hand tools (not powered),Handtools,3,"EMPLOYEE WAS MAKING A SPLICE ON RAM CAR JUMPERS AND WHEN EE HIT THE CONNECT EE WAS PUTTING ON, EE'S HAMMER GLANCED OFF TO THE SIDE STRIKING EE'S LEFT THUMB CAUSING A LACERATION RESULTING IN NEEDING SUTURES.",,January,Alabama,Struck by NEC,2020,Operator,Vertical shaft,Continuous
101247,,Walking/running,Slip or fall of person (from an elevation or on the same level),20,EMPLOYEE WAS WORKING AT THE ROM WHEN EE SLIPPED/FELL DOWN THE STAIRS ON THE 3RD FLOOR OF THE PREP PLANT LANDING ON THE LEFT HIP CAUSING A CONTUSION AND AFFECTING HERNIATED DISC. (STARTED LOSING TIME ON 2/29/2020),,January,Alabama,Fall down stairs,2020,Operator,Not labeled,Unknown
101247,,Electrical maintenance/repair,"Fall of face,rib,pillar,side, or highwall (from in place)",13,"EMPLOYEE WAS TROUBLESHOOTING A CUTTER MOTOR ON #131 MINER ON THE #1 ENTRY, KNEELED DOWN ON THE OPERATOR SIDE OF THE MINER BY THE SCREEN READ OUT AND A PIECE OF ROCK ROLLED OUT AND STRUCK LOWER BACK CAUSING CONTUSION TO THE BACK AREA AND CHEST WALL.",,February,Alabama,Struck by rolling object (sliding),2020,Operator,Vertical shaft,Continuous
101247,,Mantrip,Powered haulage,20,EMPLOYEE WAS RIDING IN MANBUS #144 FROM #8 SECTION TO THE BOTTOM WHEN THEY STRUCK A LOCOMOTIVE SITTING AT CROSSCUT #90 ON THE WEST TRACK CAUSING A STRAIN TO EE'S NECK. (STARTED LOSING TIME ON 2/22/2020),,February,Alabama,Struck against moving object,2020,Operator,Vertical shaft,Other
101247,,Unknown,Ignition or explosion of gas or dust,24,AN IGNITION OCCURRED ON THE #7 MINER SECTION IN THE FACE AREA OF THE #4 ENTRY WHILE THE CONTINUOUS MINER WAS PRODUCING COAL.,,February,Alabama,Accident type without injuries,2020,Operator,Vertical shaft,Continuous
101247,,"Longwall, shear, plow",Slip or fall of person (from an elevation or on the same level),9,EMPLOYEE WAS RUNNING THE SHEARER ON THE TAILGATE SIDE OF THE MID FACE WHEN EE PUSHED A ROCK OFF OF THE HANDRAIL INTO THE CHAIN AND EE'S FOOT SLIPPED CAUSING EE TO FALL FORWARD AGAINST THE HANDRAIL OVER EXTENDING THE ELBOW CAUSING HYPEREXTENSION/STRAI,N TO EE'S RIGHT ELBOW.,March,Alabama,Fall onto or against objects,2020,Operator,Vertical shaft,Longwall
101247,,Unknown,Ignition or explosion of gas or dust,16,AN IGNITION OCCURRED ON THE #7 MINER SECTION IN THE FACE OF THE #2 TOP LEFT SIDE OF FACE 15 FT ACROSS FACE.,,April,Alabama,Accident type without injuries,2020,Operator,Vertical shaft,Continuous
101247,,Spot cars; drop cars,Slip or fall of person (from an elevation or on the same level),21,"EMPLOYEE WAS AT THE BOTTOM OF THE WEST CAGE AND WAS THROWING A SWITCH, WHEN EE STEPPED ON IT TO MAKE IT CLOSE ALL THE WAY EE SLIPPED OFF ROLLING EE'S LEFT ANKLE CAUSING A BAD SPRAIN TO EE'S LEFT ANKLE/FOOT.",,April,Alabama,Over-exertion NEC,2020,Operator,Vertical shaft,Other
101247,,"Handling supplies or material, load and unload",Handling material,25,"EMPLOYEE WAS UNLOADING A TAIL ROLLER AT #91 KICKBACK ON THE WEST TRACK, ONCE EMPLOYEE GOT IT UNCHAINED, EMPLOYEE STEPPED TO THE SIDE OF THE CAR AND IT ROCKED OVER CAUSING THE ROLLER TO SLIDE OFF STRIKING LOWER LEFT LEG.",,April,Alabama,Struck by falling object,2020,Operator,Vertical shaft,Other
101247,,Machine maint./repair,Handling material,6,EMPLOYEE WAS ATTEMPTING TO PUT A GOB SIDE DOG BONE ON THE TAILGATE DRIVE AND WAS PINNED BETWEEN THE WINCH ROPE AND THE PAN DOOR CAUSING A FRACTURE TO EE'S RIGHT ARM.,,June,Alabama,Caught in-under-between a moving and stationary object,2020,Operator,Vertical shaft,Longwall
101247,,Hand tools (not powered),Handtools,12,"EMPLOYEE WAS JACKING UP THE POWER CENTER ON THE E9 TRACK, WHEN A JACK BAR FELL STRIKING LEFT HAND CAUSING A FRACTURE/LACERATION TO LEFT HAND MIDDLE FINGER.",,June,Alabama,Struck by falling object,2020,Operator,Vertical shaft,Other
101247,,Set/remove/relocate props,Handling material,26,REPORTABLE DUE TO SUTURES - EMPLOYEE WAS SETTING BEAMS ON TOP OF TRAILING SHIELDS WHEN SOMETHING FELL ONTO ONE OF THE BEAMS CAUSING THE BEAM TO STRIKE EE'S RIGHT ARM CAUSING A LACERATION THAT REQUIRED EE TO RECEIVE FIVE SUTURES.,,June,Alabama,Struck by NEC,2020,Operator,Vertical shaft,Longwall
